rest,rest_code,wdate,clean_review,emotion,tokens,pred_emotion,emotion_prob,retrain_emotion
보나베띠,20691009,2025-03-29,아내 생일을 맞아서 장모님 장인어른 모시고 식사 왔습니다분위기가 좋아요 적당히 식사에 집중하기도 좋고 대화에 집중할 땐 딱 방해되지 않는 정도로 분위기가 형성되어서 가족들끼리 오기에 정말 좋아요음식은 물론 맛있고 생각보다 포만감이 좋아요특히 전채로 나온 샐러드도 맛있었고 모든 음식들이 다 맛있는 선택이었습니다식사하기 좋은 타이밍에 나와서 부담없이 먹기도 좋아요 맛있게 잘 먹었습니다,1,아내 생일 맞다 장모님 장인어른 모시 식사 오다 분위기 좋다 적당하다 식사 집중 하다 좋다 대화 집중 하다 땐 방해 되다 않다 정도 분위기 형성 되어다 가족 끼리 오기 정말 좋다 음식 맛있다 생각 포만 감 좋다 전채 나오다 샐러드 맛있다 모든 음식 맛있다 선택 이다 식사 하다 좋다 타이밍 나오다 부담 먹기 좋다 맛있다 자다 먹다,1,0.957492743,1
보나베띠,20691009,2025-05-11,메뉴하나하나 특별했습니다이벤트로 오늘의스프 받았는데 참 맛있더라고요 디져트 아이스크림까지 야무진 식사였습니다재방문 하려고요,1,메뉴 특별하다 이벤트 오늘 스프 받다 차다 맛있다 디져트 아이스크림 야무지다 식사 이다 재 방문 하다,1,0.511273726,1
보나베띠,20691009,2025-06-22,양도 푸짐하고 샐러드 야채도 신선하고 치즈가너무 맛있어요,1,양도 푸다 짐 샐러드 야채 신선하다 치즈 맛있다,1,0.870812829,1
보나베띠,20691009,2025-02-22,짝꿍이랑 함께 방문한 곳인데 분위기가 진짜 숲 속에 온 것 같은 느낌이 들어서특별한 날에 분위기 내러 방문해도 좋겠다 싶어요그리고 스테이크피자 캬피자 도우는 얇고 고기 야채가 가득해서 좋았어요소스는 불고기 버거 맛파스타는 매콤하니 느끼함이 쏘옥 사라져요,1,짝꿍 방문 곳 분위기 진짜 숲 속 온 느낌 들어서다 특별하다 날 분위기 내다 방문 하다 좋다 싶다 스테이크 피자 캬 피자 도우 얇다 고기 야채 가득하다 좋다 소스 불고기 버거 맛 파스타 매콤 하다 느끼하다 쏘다 옥 사라지다,1,0.606809621,1
보나베띠,20691009,2025-06-05,지인추천으로맛점했어요,1,지인 추천 맛점 하다,1,0.666631976,1
보나베띠,20691009,2025-05-25,두번째 방문이네요 남자친구 추천으로 오게 됬어요 재료가 신선해서 마음에 들어요 퀄리티있는 식사 하시고 싶으시면 추천합니다 부모님 모셔서 모임하기에 분위기 좋은 공간이라고 생각합니다 ㅎㅎ 스프도 정말 맛있어요잘먹었습니다,1,두번째 방문 요 남자친구 추천 오다 되다 재료 신선하다 마음 들다 퀄리티 식사 하다 싶다 추천 하다 부모님 모시다 모임 하다 분위기 좋다 공간 생각 하다 스프 정말 맛있다 자다 먹다,1,0.904734237,1
보나베띠,20691009,2025-05-20,넘넘 친절하구 마싯엇어용,1,넘다 넘다 친절하다 마싯다 엇 용,1,0.725326482,1
보나베띠,20691009,2025-03-29,스데이크랑 오일파스타가 정말 맛있는 집입니다스테이크는 정말 적극추천합니다고기러버 아닌 저도 엄청 맛있게 먹었습니다빠네랑 스프 샐러드도 정말 맛있었습니다,1,스데이크 파스타 정말 맛있다 집 이다 스테이크 정말 적극 추천 하다 고기 러버 아니다 맛있다 먹다 빠 스프 샐러드 정말 맛있다,1,0.90372521,1
보나베띠,20691009,2025-06-28,가격대비 퀄리티가 떨어져요해물 뚝배기 리조또에는 갑자기 콩나물잡탕 느낌 나요 빠네도 이정도면 라라코스트 퀄리티인데 가격은 비싸구요시설도 너무 노후됐고 음식점하시면 신경쓰셔야할 것 같아요,0,가격 대비 퀄리티 떨어지다 해물 뚝배기 리조또 갑자기 콩나물 잡탕 느낌 빠네 정도 라라 코스트 퀄리티 가격 비싸다 시설 노후 돼다 음식점 하다 신경 쓸다 야하다,0,0.802742681,0
오동태마을,17064963,2025-10-15,칼칼하니 동태매운탕 맛있네요친구가 수제비피를 얇게 잘 떠서남김없이 깔끔하게 먹었구요아쉬움이 있다면 밑반찬으로 나온미역무침을 물에 적당히 불려서조리를 해야 하는데 덜불려져미역 무침 맛이,1,칼칼하다 동태 매운탕 맛있다 친구 수제비 피 얇다 자다 뜨다 깔끔하다 먹다 아쉬움 밑반찬 나오다 미역 무치다 물 적당하다 불다 조리 하다 하다 덜 불다 미역 무치다 맛,1,0.765112602,1
오동태마을,17064963,2025-09-16,얼큰한 동태탕 좋네요 수제비 무한리필로 맛있게 즐겨요,1,얼큰하다 동태 탕 좋다 수제비 무한리필 맛있다 즐기다,1,0.903482535,1
오동태마을,17064963,2025-10-09,무조건 1인 1메뉴래요3차로 소주마시러갔는데고거이 아쉽더라고요,0,무조건 인 메뉴 요 차로 소주 말다 가다 고거 아쉽다,0,0.834745198,0
오동태마을,17064963,2025-06-13,울 동네 동태탕 맛집입니다 자주 들러서 먹고 포장도 자주 해요 요즘 동태도 콩나물도 양이 적어져서 아쉽지만 그래도 여전히 맛있고 가성비 좋은 밥집이에요 브레이크 타임 없어 언제든 먹을 수 있고 얼큰하고 진한 국물이 일품 졸깃한 잘익은 수제비는 말해모해 추천합니다,1,울 동네 동태 탕 맛집 이다 자주 들다 먹다 포장 자주 해 요즘 동태 콩나물 양 적어지다 아쉽다 여전하다 맛있다 가성 비 좋다 밥집 브레이크 타임 없다 먹다 수 얼큰하다 진하다 국물 일품 졸깃 익다 수제비 말 하다 모해 추천 하다,1,0.881623814,1
오동태마을,17064963,2025-09-09,단체모임하기 좋아요,1,단체 모이다 좋다,1,0.732180034,1
오동태마을,17064963,2025-02-27,어머니댁 방문하며 전주 자주가는 동태마을에 갔어요본점이라서 엄청 오래되었고 저 아가씨때부터 어머니와 자주 가던 당골가게에요오유민 동태마을은 수제비를 무한으로 먹을수있어서 좋아요 우리딸들도 어머니도 수제비를 좋아해서 늘 전주 올때면 오게되더라고요밑반찬도 맛있고 동태 사이즈도 커서 1인분에 1마리씩 나오면 푸짐하게 먹을수 있어요 1인에 1인분씩 주문해야해요아깝지 않고 배불리먹으며수제비도 5명이서 15개정도 먹고나왔어요전주오면 또 방문할께요,1,어머니 댁 방문 하다 전주 자주 가다 동태 마을 가다 본점 오래되다 아가씨 어머니 자주 가다 골 가게 오유민 동태 마을 수제비 무한 먹다 좋다 딸 어머니 수제비 좋아하다 늘 전주 오다 되다 밑반찬 맛있다 동태 사이즈 커서 인분 마리 나오다 푸다 지다 먹다 인 인분 주문 하다 해 아깝다 않다 배 불리 먹다 수제비 명 이서 개정 먹다 나오다 주오 방문 하다,1,0.812742252,1
오동태마을,17064963,2025-01-15,자주가는 집입니다 항상 맛있어요 반찬도 종류가 많지는 않지만 깔끔하고 맛있어요특히 수제비는 무한리필로 먹을슈있어 좋아요다만 공기밥이 공기에 반도 안차서 너무행밥 양이 너무 적어요,1,자주 가다 집 이다 항상 맛있다 반찬 종류 많다 않다 깔끔하다 맛있다 수제비 무한리필 먹다 슈 좋다 공기밥 공기 반도 차다 행밥 양 적다,1,0.912430914,1
오동태마을,17064963,2025-09-13,그냥그래요,0,그냥 그렇다,0,0.93555955,0
동호곱창,17073300,2025-09-25,주차하기 힘들고 웨이팅 했던 동호곱창이지만맛은 보장합니다곱창이 야들야들하고 잡내가 없어 진짜 맛있어요맛 낭낭사장님 친절하세요,1,주차 하다 힘들다 웨이 팅 하다 동호 곱창 맛 보장 하다 곱창 야들야들하다 잡다 없다 진짜 맛있다 맛 낭낭 사장 친절하다,1,0.714221148,1
동호곱창,17073300,2025-11-05,전주역맛집 동호곱창뜨끈한 곱창전골에 술 한잔,1,전주역 맛집 동호 곱창 뜨끈하다 곱창전골 술 한잔,1,0.787451085,1
동호곱창,17073300,2025-11-15,맛있게 먹었어요,1,맛있다 먹다,1,0.98595506,1
동호곱창,17073300,2025-09-24,점심 곱창전골 2만7천 원 강력추천드립니다,1,점심 곱창전골 원 강력 추천 드리다,1,0.733776722,1
동호곱창,17073300,2025-06-13,전주역 근처 동호곱창 방문 후기비 오는 날 전주역 근처 동호곱창 다녀왔습니다주차는 조금 불편했지만 그 맛 하나만큼은 확실히 보장됩니다곱창전골이 특히 인상 깊었는데 얼큰하고 깊은 국물 맛에 소주가 절로 들어가더라고요비 오는 날이면 더 생각날 그런 맛 곱창 좋아하시는 분이라면 한 번쯤 꼭 가볼 만한 곳입니다,1,전주역 근처 동호 곱창 방문 후기 비 오다 날 전주역 근처 동호 곱창 다녀오다 주차 불편하다 맛 확실하다 보장 되다 곱창전골 인상 깊다 얼큰하다 깊다 국물 맛 소주 절로 들어가다 비 오다 날다 더 생각나다 그렇다 맛 곱창 좋아하다 불다 하다 번 꼭 가보다 만 곳 이다,1,0.782764027,1
동호곱창,17073300,2025-07-29,진짜 생곱창을 즐기고 싶다면여기가 맛집입니다,1,진짜 생 곱창 즐기다 싶다 맛집 이다,1,0.913525769,1
동호곱창,17073300,2025-08-16,곱창이 야들야들하고 쫄깃쫄깃해서 맛있네요 국물은 짜지도 맵지도 않아 좋네요,1,곱창 야들야들하다 쫄깃쫄깃해 맛있다 국물 짜지다 매다 않다 좋다,1,0.853779938,1
동호곱창,17073300,2025-04-26,전주역 부근 곱창으로 유명하다고 해서 방문해 봤습니다 사장님 친절하기 맞이해주셔서 좋았어요 메뉴는구이 전골 생삼겹살을 메인으로 파시더라고요 저희는 곱창구이 2인분 먹었는데 곱창에 곱도 많이 들어있고 잡내도 하나도 안나서 좋았어요 다음에는 전골도 먹으로 방문해봐야겠네요 다만 주문시 직원에게 주문할라고하면 사장님한테 말해라하고 계산시에도 직원분에게 결제할라고 하는데 사장님한테 해야된다고 하시네요 왜그런진 모르겠는데 그랬어요 그래도 맛있게 먹었어요,1,전주역 부근 곱창 유명하다 하다 방문 하다 보다 사장 친절하다 맞이 해주다 좋다 메뉴 구이 전골 생 삼겹살 메인 팔다 곱창 구이 인분 먹다 곱창 곱 들다 잡다 안나 좋다 전골 먹다 방문 해보다 주문 시 직원 주문 하다 하다 사장 말 하다 하다 계산 시 직원 결제 하다 하다 사장 하다 되다 하다 그렇다 모르다 그렇다 맛있다 먹다,1,0.707937411,1
동호곱창,17073300,2025-05-20,국물도 시원하고 너무 맛있게 먹었습니다 재방문의사 1000 입니다,1,국물 시원하다 맛있다 먹다 재 방문 의사 이다,1,0.872709676,1
연어회상,1003641541,2025-07-17,유린기 돈까스랑 청양크림 돈까스 먹었는데너무 너무 맛있어요 양도 많아서 배터져요가게도 귀엽고 잘 먹구 갑니당,1,유린 기 돈까스 청양 크림 돈까스 먹다 맛있다 양도 많다 배 터지다 가게 귀엽다 자다 먹다 가다,1,0.963395012,1
연어회상,1003641541,2025-07-24,매콤우쫄면 맛있어요,1,매콤 쫄면 맛있다,1,0.75779281,1
연어회상,1003641541,2025-04-01,사대부고에서도 연어먹을슈있어서 좋아요,1,사대부고 연어 먹다 슈 좋다,1,0.786504426,1
연어회상,1003641541,2024-11-20,전북사대부고 앞사케동 맛집 연어 돈까스 카레 다 맛있다고 유명해요지금까지 사케동만 4번 정도 먹어봤는데너무 맛있어요 가격도 비싸지 않고 연어 냄새 없고양도 여자기준 배부르게 먹어요,1,전북사대부고 앞 사케 맛집 연어 돈까스 카레 맛있다 유명하다 지금 사케 만 번 정도 먹다 보다 맛있다 가격 비싸다 않다 연어 냄새 없다 양도 여자 기준 배부르다 먹다,1,0.777859951,1
연어회상,1003641541,2025-04-11,맛있어요,1,맛있다,1,0.995398047,1
연어회상,1003641541,2024-07-09,주변 학생들에게 소문난 맛집으로 오랫만에 연어가 땡겨서 재방문 하게 되었습니다작은 매장이지만 정말 아기 자기한 소품부터 인테리어 가 메뉴와 잘 어울려져서 사장님 인테리어 솜씨에 감탄 하는 곳이랍니다식사메뉴 가격도 오픈 초창기 그대로 유지 하고 계시더라고요엄청 깜놀연어회상은 전주에서 쉽게 보지 못한스타일 이색 메뉴가 많아서 좋더라고요또한 사장님 내외분도 너무 친절하시고 계산할때 후식까지 챙겨주신 모습에 진짜 감동 이었습니다이런곳은 꼭 대박 나셨으면 좋겠습니다사장님 응원 합니다 화이팅,1,주변 학생 소문나다 맛집 만 연어 땡기다 재 방문 하다 되어다 작다 매장 정말 아기 소품 인테리어 가다 메뉴 자다 어울리다 사장 인테리어 솜씨 감탄 하다 곳 랍 식사 메뉴 가격 오픈 초창 기 그대로 유지 하다 계시다 깜놀 어회 전주 쉬다 보지 못 스타일 이색 메뉴 많다 좋다 사장 내외 친절하다 계산 하다 후식 챙기다 모습 진짜 감동 이다 곳 꼭 대박 날다 좋다 사장 응원 하다 화이팅,1,0.856403752,1
연어회상,1003641541,2024-11-27,김치우동 완전 맛있어요 국물 진하고 우동이아니라 김치찜에 우동사리 넣은 느낌이라 좋았어요,1,김치 우동 완전 맛있다 국물 진하다 우동 아니다 김치 찜 우동 사리 넣다 느낌 좋다,1,0.58997243,1
연어회상,1003641541,2024-05-31,오랜만에 방문한 연어회상카레는 여전히 맛있고 고로케 감자가 훨씬 진해져서 빨리 안먹은 걸 후회했어요열무김치가 나왔길래 이야기하고 있었는데 직접 농사지어 담근거라고 알려주시더라구요우쫄면도 매콤하니 맛있게 먹었습니다,1,만 방문 어회 카레 여전하다 맛있다 고로케 감자 진하다 먹다 걸 후회 하다 열무김치 나오다 이야기 직접 농사 지다 담그다 알다 쫄면 매콤 하다 맛있다 먹다,1,0.692113438,1
연어회상,1003641541,2024-10-21,간장연어장덮밥 14000,0,간장 연어 덮다 밥,0,0.815167629,0
풍년제과효자,16924017,2025-10-30,사장님 친절하세요,1,사장 친절하다,1,0.864625955,1
풍년제과효자,16924017,2025-06-14,와아 최악이에요풍년제과 먹고싶어서객사까지 못가서가까운데 찍었는데초코파이 이거 짝퉁도 있나요세상 얇고 퍼서퍼석 한입 먹다가 버렸습니다풍년제과가 두개인가봐요딸기잼도 거의없고 크림도 없고재고 떨이 한 느낌의 맛이라 다시는 안갑니다쟁반 들었는데 찐떡찐떡,0,최악 풍년제 먹다 객사 가다 가깝다 찍다 초코파이 거 짝퉁 세상 얇다 퍼 입 먹다 버리다 풍년 제과 개인 가보다 딸기 잼 없다 크림 없다 재고 떨이 하다 느낌 맛 다시다 가다 쟁반 들다 찌다 떡 찌다 떡,0,0.826444221,0
풍년제과효자,16924017,2025-05-22,초코파이 많아서 전문매장 같은 느낌사장님 친절하세요,1,초코파이 많다 전문 매장 느낌 사장 친절하다,1,0.75595057,1
풍년제과효자,16924017,2025-05-06,빵 너무 맛있게 잘 먹었습니다,1,빵 맛있다 자다 먹다,1,0.978473505,1
풍년제과효자,16924017,2025-03-15,풍년제과 초코빵 하나사왔숨당,0,풍년제 초코 빵 사오다 숨다,0,0.831495812,0
풍년제과효자,16924017,2024-08-20,전주 출장 간 김에 가장 가까운 거리에 있는 풍년제과라서 들러봤어요시그너쳐 메뉴인 초코파이와 센베를 비롯해서 종류가 다양했습니다커피맛 나는 처음 보는 빵이 있었는데 어머니께서 굉장히 좋아하셨어요 가격도 착하고 우리밀이라 소화도 잘 되고 속이 편하네요,1,전주 출장 간 김 가장 가깝다 거리 풍년 제과 들다 보다 시그너 치다 메뉴인 초코파이 센베 비롯 하다 종류 다양하다 커피 맛 처음 보다 빵 어머니 굉장하다 좋아하다 가격 착하다 밀 소화도 자다 되다 속이다 편하다,1,0.810531918,1
풍년제과효자,16924017,2024-11-13,사장님 친절하시고 전병이랑 초코파이 맛있어요,1,사장 친절하다 전병 초코파이 맛있다,1,0.887551373,1
풍년제과효자,16924017,2024-11-02,맛있어요 추천합니다 번창하세요,1,맛있다 추천 하다 번창 하다,1,0.834698815,1
풍년제과효자,16924017,2025-03-01,풍년제과 셈베 맛있죵,1,풍년제 셈베 맛있죵,0,0.690399938,1
풍년제과효자,16924017,2024-08-29,초코파이 조아요,1,초코파이 좋다,1,0.778644393,1
건강한김밥,1129396250,2025-09-26,사장님침절하시고 조아요,1,사장 침 절하 시 좋다,1,0.923543517,1
건강한김밥,1129396250,2025-10-09,맛있어요 친절하시구요,1,맛있다 친절하다,1,0.932627336,1
건강한김밥,1129396250,2025-04-12,사장님 친절하고 성실하세요참기름 달달 넣어 볶은 당근과 탱글탱글한 밥알이조화를 이뤄 또 먹고 먹는 맛이에요다른 김밥집보다 길이나 양이 많아빽곰 남자들도 하나 먹으면 배 부르다고 해요,1,사장 친절하다 성실하다 참기름 달달 넣다 볶다 당근 탱글탱글하다 밥알 조화 이루다 먹다 먹다 맛 김밥 집 길이 양 많다 빽곰 남자 먹다 배 부르다 해,1,0.821706156,1
건강한김밥,1129396250,2025-09-05,정말 건전한 김밥 맞아요여사장님 친절하시네요,1,정말 건전하다 김밥 맞다 여사 장님 친절하다,0,0.566266427,0
건강한김밥,1129396250,2025-05-03,여기맛있어요,1,맛있다,1,0.995398047,1
건강한김밥,1129396250,2025-03-23,맛있게 먹고 또 사먹으로 왔어요,1,맛있다 먹다 사먹다 오다,1,0.962952432,1
건강한김밥,1129396250,2025-02-16,건강한 김밥 당근이 많이 들어가서 달달하니 맛이 좋아요,1,건강하다 김밥 당근 들어가다 달달 하다 맛 좋다,1,0.679740976,1
건강한김밥,1129396250,2025-02-26,ㅋㅋ가격에 비해 내용물이 넘그냥 당근만 왕창 들어있음햄김밥이 햄이 추가가 되는것도 아니고 그냥 김밥에 햄 들어있음,0,가격 비다 내용물 넘다 그냥 당근 왕창 들다 햄 김밥 햄 추가 되다 아니다 그냥 김밥 햄 들다,0,0.937663999,0
건강한김밥,1129396250,2025-04-05,맛있어용,1,맛있다,1,0.995398047,1
건강한김밥,1129396250,2024-11-14,상호명처럼 진짜 건강한 김밥이예요재료들을 아낌없이 넣어서 만들어주시는데 먹다보면맛있어서 한 줄은 부족한 느낌이예요그리고 김밥을 만들어 주시는 사장님께서 너무 고우시고 친절하세요,1,상호 진짜 건강하다 김밥 재료 넣다 만들다 먹다 보다 맛있다 하다 줄 부족하다 느낌 김밥 만들다 주시 사장 우시 친절하다,1,0.777721316,1
